Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
05-May-21,2021-05-05,Confirmed,412624,42,22204,220,4826,14836,817,15157,170,0,20960,3496,12955,15416,3842,4716,5770,50112,41953,251,127,12319,57640,397,269,238,287,9889,1819,7953,16815,221,23310,6361,240,31111,7783,18102,0
05-May-21,2021-05-05,Recovered,330718,49,11128,76,2916,11726,610,10152,228,0,19209,2192,12995,10640,1480,2338,5804,26841,23106,131,160,9643,57006,121,147,137,33,6176,933,6701,17022,89,20062,8126,59,40852,4757,17073,0
05-May-21,2021-05-05,Deceased,3979,1,85,0,55,61,14,253,0,0,311,71,133,181,32,52,141,346,58,0,1,71,920,10,6,0,3,16,18,180,155,4,167,51,0,353,127,103,0
06-May-21,2021-05-06,Confirmed,414280,32,21954,222,4936,15126,759,13846,163,0,19133,3869,12545,14840,3942,4926,6974,49058,42464,98,152,12421,62194,380,347,170,267,10521,1510,8841,17532,264,24898,6026,300,26622,8517,18431,0
06-May-21,2021-05-06,Recovered,328349,30,10141,140,2976,13364,693,11600,136,0,20028,2023,13021,12246,2046,2836,5740,18943,27152,160,134,12965,63842,33,129,46,38,6854,779,5126,16044,50,21546,6551,75,28902,4548,17412,0
06-May-21,2021-05-06,Deceased,3923,1,72,0,46,90,9,212,0,0,335,58,123,177,45,52,133,328,63,0,1,86,853,13,2,0,3,17,18,154,161,3,195,52,3,350,151,117,0
07-May-21,2021-05-07,Confirmed,406901,56,17188,168,5626,13466,890,13628,121,0,19832,4195,12064,13867,4177,5443,5973,48781,38460,114,101,11708,54022,600,297,183,309,12238,1746,8297,18231,268,26465,11451,315,27763,9642,19216,0
07-May-21,2021-05-07,Recovered,327675,72,12749,132,3262,13489,797,13624,210,0,19085,2175,13085,13584,2376,2752,5293,28623,26662,145,118,4815,37386,83,176,108,112,8401,1079,4976,16930,123,22381,17183,149,33117,4643,17780,0
07-May-21,2021-05-07,Deceased,4233,0,73,1,47,62,8,208,0,0,341,56,119,162,56,50,136,592,54,1,1,84,898,2,6,0,1,19,19,165,164,2,197,87,1,372,137,112,0
08-May-21,2021-05-08,Confirmed,403808,30,20065,244,5756,12948,870,12239,137,0,17364,3751,11892,14667,5424,4788,6112,47563,41971,156,127,11598,56578,442,375,235,333,11807,1703,9042,17987,200,27397,5186,359,26636,8390,19436,0
08-May-21,2021-05-08,Recovered,386395,26,19272,135,3053,14962,861,12198,172,0,20160,3025,14737,14366,3013,2500,5953,34881,27456,143,215,4445,82266,85,152,124,19,7664,1177,6647,17667,65,23110,7994,117,34721,4771,18243,0
08-May-21,2021-05-08,Deceased,4092,2,96,0,50,76,9,223,0,0,332,55,119,155,37,60,141,482,64,1,0,90,864,12,11,0,15,21,19,171,160,5,241,38,1,297,118,127,0
09-May-21,2021-05-09,Confirmed,366455,26,22164,119,3299,11259,895,9120,90,0,13336,2633,11084,13548,3093,5190,4169,47930,35801,138,125,11051,48401,579,418,168,237,10635,1633,8436,17921,227,28897,4976,351,23175,5890,19441,0
09-May-21,2021-05-09,Recovered,353777,32,18832,188,4045,13364,879,13243,222,0,14738,3078,14770,12639,2459,2423,6461,31796,29318,105,148,4538,60226,135,179,172,128,8541,1158,5850,16880,116,23515,7646,132,34636,2731,18454,0
09-May-21,2021-05-09,Deceased,3749,2,92,0,48,67,10,189,0,0,273,67,121,151,55,54,97,490,68,2,0,86,572,15,18,2,3,19,26,191,159,2,236,35,1,294,180,124,0
10-May-21,2021-05-10,Confirmed,329491,31,14986,205,5803,10174,863,11867,63,0,12651,2804,11592,12718,4359,3614,6187,39305,27487,112,101,9715,37236,424,409,73,133,10031,1266,8549,16487,46,28978,4826,133,21277,5541,19445,0
10-May-21,2021-05-10,Recovered,355930,37,16167,179,4231,15800,714,13138,193,0,13306,2367,14931,16192,2355,2855,6962,32188,31209,106,124,7324,61607,87,241,165,47,9706,1108,6894,13499,139,20904,7754,130,29709,4887,18675,0
10-May-21,2021-05-10,Deceased,3879,2,84,4,77,75,7,172,0,0,319,50,117,161,53,56,129,596,65,2,1,81,549,13,5,3,10,17,23,198,160,2,232,32,4,278,168,134,0
11-May-21,2021-05-11,Confirmed,348555,28,20345,205,6258,10920,787,9717,139,0,12481,3124,10990,11637,4977,4352,4365,39510,37290,135,105,9754,40956,592,450,172,269,9793,2049,8594,16080,241,29272,4801,466,20445,7120,20136,0
11-May-21,2021-05-11,Recovered,355398,24,14502,232,4409,13852,805,12786,204,0,13583,2475,15198,15728,3099,3537,7631,22584,32978,130,104,9517,71966,195,206,82,45,7564,1359,7324,13198,34,19182,7430,150,29358,4933,18994,0
11-May-21,2021-05-11,Deceased,4198,0,108,4,85,72,10,199,0,0,347,75,118,144,64,65,103,480,79,0,0,94,793,20,9,0,6,18,30,214,169,8,298,32,3,301,118,132,0
12-May-21,2021-05-12,Confirmed,362632,44,21452,279,5657,9863,776,10150,104,0,13287,2865,11017,12490,4977,4509,4362,39998,43529,243,115,8970,46781,666,406,240,338,10982,2007,8271,16384,227,30355,4723,416,18023,7749,20377,0
12-May-21,2021-05-12,Recovered,352005,26,19095,108,3880,12265,859,9035,161,0,14071,2840,15264,14264,2187,3603,8331,34752,34600,147,87,10324,58805,358,314,118,98,8547,1247,4971,12840,93,19508,5695,137,27139,7005,19231,0
12-May-21,2021-05-12,Deceased,4128,3,89,1,71,74,14,153,0,0,300,70,102,165,66,65,97,516,95,1,1,84,816,17,8,1,9,17,27,193,164,6,293,31,9,326,109,135,0
13-May-21,2021-05-13,Confirmed,343005,40,22399,256,5468,7752,760,9121,100,0,10489,2491,10742,12286,4937,4356,4991,35297,39955,109,193,8419,42582,560,591,141,366,10649,1942,8410,15867,231,30621,4693,480,17745,7127,20839,0
13-May-21,2021-05-13,Recovered,344676,38,18638,180,4219,11008,837,12274,132,0,15189,2266,15269,16041,3817,2995,6882,34057,33733,106,117,10157,54535,253,228,85,91,8665,912,8237,12929,142,19287,6876,127,19425,5748,19181,0
13-May-21,2021-05-13,Deceased,4000,2,89,3,75,90,10,195,0,0,308,63,109,163,63,55,108,344,97,3,2,74,850,10,18,0,12,19,24,186,159,9,297,33,2,277,122,129,0
14-May-21,2021-05-14,Confirmed,326256,32,22018,263,4078,7494,650,7594,54,0,8506,2455,9995,10608,3044,3027,3776,41779,34694,240,173,8087,39923,726,627,201,275,12390,1974,8035,14289,232,31892,4305,552,15647,5775,20846,0
14-May-21,2021-05-14,Recovered,353200,12,19177,223,4168,14131,925,10908,189,0,14140,2960,15365,14577,3375,3814,7112,35879,31319,231,102,11671,53249,381,327,206,66,9329,1088,8446,13270,169,20037,6361,200,26179,4483,19131,0
14-May-21,2021-05-14,Deceased,3889,2,96,5,76,77,8,172,0,0,289,61,104,164,67,60,76,373,93,2,0,88,695,16,12,0,13,22,30,180,155,6,288,29,2,311,181,136,0
15-May-21,2021-05-15,Confirmed,310757,26,22517,249,5347,7336,660,7664,80,0,6430,1957,9061,9676,4145,3677,3157,41664,32680,177,82,7571,34848,730,560,122,304,11805,1598,6771,13565,215,33658,4298,449,12513,5654,19511,0
15-May-21,2021-05-15,Recovered,362547,42,18739,199,3254,14340,963,13098,189,0,11592,3512,15076,12593,4138,4140,6762,34425,29442,180,95,11973,59073,403,215,87,53,10781,1774,8125,17481,201,20905,6026,250,28404,4806,19211,0
15-May-21,2021-05-15,Deceased,4077,0,98,1,63,73,8,129,0,0,337,58,95,144,56,63,65,349,96,2,0,72,960,10,21,0,6,21,20,216,149,5,303,32,3,281,197,144,0
16-May-21,2021-05-16,Confirmed,281837,35,24171,180,3650,6894,664,4888,87,0,6456,1314,8210,9115,2378,4141,2321,31531,29704,119,117,7106,34389,677,569,180,241,11732,1961,6950,10290,340,33181,3816,761,10505,4047,19117,0
16-May-21,2021-05-16,Recovered,378526,16,21101,168,4225,14202,857,11552,150,0,9706,3793,14483,14856,4974,3934,7119,36475,34296,122,146,12345,59318,399,354,189,108,12077,1491,9059,24440,252,21317,5892,126,24837,5034,19113,0
16-May-21,2021-05-16,Deceased,4098,3,101,3,56,89,10,144,0,0,262,43,82,139,70,59,48,403,89,0,1,79,974,16,19,1,13,19,32,202,156,2,311,27,2,308,188,147,0
17-May-21,2021-05-17,Confirmed,263021,35,18561,304,6394,5920,620,6577,37,0,4524,1562,7135,7488,3546,3344,2507,38603,21402,130,219,5921,26616,330,634,150,273,10757,1446,6881,11597,70,33075,3961,335,9345,3719,19003,0
17-May-21,2021-05-17,Recovered,422391,46,17334,214,4737,11216,876,13865,90,0,10918,4008,12342,14279,3760,4042,5463,34635,99651,134,129,11513,48211,455,237,245,104,11821,1701,8552,29459,224,20486,5559,292,23045,3647,19101,0
17-May-21,2021-05-17,Deceased,4334,1,109,4,92,96,6,149,0,0,340,53,81,114,58,73,60,476,87,0,0,77,1000,14,16,2,7,22,28,191,157,5,335,30,10,271,223,147,0
18-May-21,2021-05-18,Confirmed,267246,36,21320,356,5835,6286,526,6477,43,0,4482,1358,6447,7774,2892,3967,2925,30309,31337,202,226,5412,28438,624,906,239,365,10321,1797,7066,8398,209,33059,3982,746,8673,4785,19428,0
18-May-21,2021-05-18,Recovered,389758,30,21274,302,4311,11174,867,12098,99,0,9403,3120,9557,14897,4565,3823,4859,58395,45926,156,151,11358,52898,337,470,162,192,10242,1670,8174,25160,94,21362,5186,269,21108,7019,19050,0
18-May-21,2021-05-18,Deceased,4529,3,99,2,73,111,6,153,0,0,265,45,67,124,78,71,62,525,97,5,1,70,1291,20,19,3,12,22,33,231,146,2,364,27,4,255,98,145,0
19-May-21,2021-05-19,Confirmed,276193,35,23160,337,6143,6059,414,5680,22,0,3846,1209,5246,6818,3396,3969,1894,34281,32762,134,254,5065,34031,582,872,184,244,11099,1759,6302,9849,272,34875,3837,879,7186,4492,19006,0
19-May-21,2021-05-19,Recovered,369005,26,24819,148,4057,12043,870,10048,101,0,9427,2160,9001,11821,3091,4338,4528,49951,48413,127,59,10337,51457,347,411,177,215,10036,1555,7872,16039,222,23863,4976,317,19669,7333,19151,0
19-May-21,2021-05-19,Deceased,3877,3,106,2,89,104,9,146,0,0,235,31,71,153,69,62,53,468,112,1,3,88,594,23,24,1,6,21,29,208,139,2,365,25,5,280,193,157,0
20-May-21,2021-05-20,Confirmed,259242,49,22610,360,6573,5871,404,5212,40,0,3231,1582,4773,6457,2648,4169,2056,28869,30491,107,290,4952,29911,644,1183,192,326,11498,1957,5469,7680,249,35579,3660,720,6681,3658,19091,0
20-May-21,2021-05-20,Recovered,357173,16,23098,214,3071,9977,891,9501,55,0,7831,3694,8308,14734,4257,4042,4326,52257,44369,106,97,9746,47371,546,465,136,218,9870,1304,8736,16705,216,25368,4826,316,13590,8006,18910,0
20-May-21,2021-05-20,Deceased,4209,1,114,0,74,98,10,113,0,0,233,44,64,129,65,67,60,548,128,1,2,88,984,11,10,0,11,25,28,191,127,3,397,23,3,236,159,162,0
21-May-21,2021-05-21,Confirmed,257299,31,20937,394,6066,5154,406,4943,27,0,3009,1625,4251,5643,2662,3848,2151,32218,29673,121,345,4384,29644,656,828,288,309,12523,1702,5253,6225,317,36184,3464,863,7682,3626,19847,0
21-May-21,2021-05-21,Recovered,357625,16,20811,206,4987,10151,790,9867,95,0,7288,3075,8783,13486,4535,4466,4117,52581,41032,110,177,9405,44493,1247,419,114,225,10881,2017,8652,18264,261,24478,4801,379,17668,8731,19017,0
21-May-21,2021-05-21,Deceased,4194,2,104,3,81,98,14,96,0,0,252,30,65,112,57,43,46,353,142,1,2,79,1263,15,25,0,13,27,26,172,129,3,467,25,2,172,116,159,0
22-May-21,2021-05-22,Confirmed,240897,31,19981,314,5980,4375,392,4328,34,0,2260,1647,4205,5021,2341,3408,2037,31183,28514,131,317,3844,26133,757,1123,274,252,11108,1445,5297,6103,287,35873,3308,864,5964,2903,18863,0
22-May-21,2021-05-22,Recovered,355138,24,18336,291,4659,8676,790,10131,72,0,6453,2693,8445,11327,5021,4117,3929,61766,45400,211,143,9327,40294,652,509,215,214,10601,2011,7363,15464,267,25776,4723,332,17540,8164,19202,0
22-May-21,2021-05-22,Deceased,3739,3,118,3,79,103,12,103,0,0,182,39,54,98,55,48,41,451,176,3,2,89,682,13,21,1,13,26,30,201,115,1,448,21,2,218,134,154,0
23-May-21,2021-05-23,Confirmed,222834,24,18767,226,3563,4002,360,3306,30,0,1649,1621,3794,4400,1309,3308,1345,25979,25820,130,193,3375,26672,767,803,214,223,12852,1448,5021,6521,324,35483,2242,876,4715,3050,18422,0
23-May-21,2021-05-23,Recovered,302253,32,20109,260,5785,8111,741,7980,62,0,5158,2545,8734,9480,4059,4956,4375,35573,37316,122,141,7587,29177,609,553,103,137,11627,1903,8527,16520,198,25196,4693,196,14086,6173,19429,0
23-May-21,2021-05-23,Deceased,4454,2,104,3,72,107,10,92,0,0,189,42,53,97,59,51,37,624,188,2,0,75,1320,14,22,2,14,28,34,192,113,3,422,19,6,231,71,156,0
24-May-21,2021-05-24,Confirmed,195857,9,12994,480,6221,2844,245,4209,16,0,1550,1401,3187,3757,1949,2237,1394,25311,17821,125,236,2936,22122,538,811,112,191,11059,922,4481,4414,101,34867,3043,426,3894,2071,17883,0
24-May-21,2021-05-24,Recovered,326737,22,18373,248,5252,5500,684,8985,46,0,4375,2362,9305,8359,3686,3999,3291,57333,36039,184,124,6989,42320,611,679,180,137,11614,1915,6803,16654,224,27026,4305,474,11918,7051,19670,0
24-May-21,2021-05-24,Deceased,3509,1,96,4,84,93,7,60,0,0,207,38,45,95,61,45,33,529,196,0,0,60,592,17,26,0,12,32,23,187,103,8,404,21,2,153,122,153,0
25-May-21,2021-05-25,Confirmed,208992,25,15284,429,5767,3306,258,3506,34,0,1568,1549,3255,2817,1999,2964,1247,22758,29803,278,264,2422,24136,824,957,289,276,10939,1237,4756,3404,278,34285,3821,773,3723,2756,17005,0
25-May-21,2021-05-25,Recovered,295264,49,20917,231,4783,6015,618,7893,51,0,4251,2082,9676,6720,3067,3623,3155,38224,33397,179,104,7373,36176,468,755,141,161,11769,1571,6451,15635,87,28745,4298,427,10441,6674,19057,0
25-May-21,2021-05-25,Deceased,4160,2,106,2,92,104,5,77,0,0,156,39,44,128,60,53,20,588,177,1,2,68,1137,15,19,1,18,33,26,174,105,5,468,23,5,157,93,157,0
26-May-21,2021-05-26,Confirmed,211510,23,18285,374,5699,2603,224,2829,14,0,1491,1487,3085,3138,1365,3037,977,26811,28798,235,118,2182,24752,847,846,316,260,11623,1321,4004,3886,295,33764,3762,667,3176,2991,16225,0
26-May-21,2021-05-26,Recovered,283054,29,24105,190,6266,6641,706,5767,53,0,3952,1363,10007,5476,2196,4023,2403,40738,35525,130,190,7479,23065,379,752,132,131,10635,1927,6397,13192,242,29717,3816,965,10540,4854,19071,0
26-May-21,2021-05-26,Deceased,3843,2,99,3,90,99,8,56,0,0,130,39,36,106,44,40,19,530,151,2,0,72,992,10,10,0,12,35,27,185,107,2,475,20,3,193,93,153,0
27-May-21,2021-05-27,Confirmed,186075,16,16167,444,5704,2568,200,2824,11,0,1072,1504,2869,2322,1472,2769,695,24214,24166,141,135,1977,21273,813,809,206,228,6736,1137,3854,3454,408,33361,3614,542,3178,2146,13046,0
27-May-21,2021-05-27,Recovered,271002,18,21385,254,4784,5015,637,6815,27,0,3725,1557,9302,5679,3409,4352,1778,31459,30539,145,180,6845,34370,576,597,195,195,11551,1486,5995,10396,224,30063,3961,1066,6995,6306,19121,0
27-May-21,2021-05-27,Deceased,3659,1,104,2,83,98,7,69,0,0,117,39,33,98,59,37,16,476,181,4,2,70,884,18,12,0,11,34,20,177,85,1,474,18,6,187,88,148,0
28-May-21,2021-05-28,Confirmed,174083,19,14429,497,5436,1785,161,2840,235,0,1141,1055,2521,2007,1523,2803,687,22823,22318,124,178,1854,20740,732,731,239,192,7216,1223,3706,2648,420,31079,3527,783,2276,1942,12193,0
28-May-21,2021-05-28,Recovered,285332,39,20746,333,5760,5362,526,5261,339,0,2799,1396,7965,5025,3150,3637,1982,52252,26270,172,268,5796,31671,579,941,156,134,11954,1779,6797,11177,227,31255,3982,1033,8145,7028,19396,0
28-May-21,2021-05-28,Deceased,3611,4,103,2,80,61,6,67,0,0,139,32,27,96,64,56,20,401,194,2,1,63,973,13,20,1,5,33,21,176,78,3,486,19,6,154,60,145,0
29-May-21,2021-05-29,Confirmed,165282,28,13756,461,5613,1491,163,2437,7,0,956,963,2230,1868,1262,2253,823,20628,23513,138,89,1640,20295,1007,613,277,156,7188,996,3036,2314,273,30016,2982,595,2014,1687,11514,0
29-May-21,2021-05-29,Recovered,264483,30,20392,394,3905,5168,450,6391,32,0,2380,1206,7109,3752,2738,4334,1647,42443,28100,141,218,4995,31964,564,890,220,156,11513,1718,5698,8108,231,31759,3837,878,7902,4446,18774,0
29-May-21,2021-05-29,Deceased,3463,0,104,3,77,48,5,64,0,0,122,27,29,97,30,46,13,492,198,0,2,68,832,15,7,0,7,35,21,125,70,4,486,21,13,155,99,148,0
30-May-21,2021-05-30,Confirmed,153396,20,13400,172,3245,1475,182,1655,14,0,946,645,1871,1452,861,2256,703,20378,19894,49,297,1476,18600,1032,742,329,192,9541,930,2584,2298,264,28864,1801,854,1864,1226,11284,0
30-May-21,2021-05-30,Recovered,237664,23,21133,306,5690,4130,509,5271,29,0,1803,1663,5146,3370,2869,3805,1724,28053,29013,96,137,5059,22532,563,974,98,109,11881,1895,5371,9636,130,32982,3660,722,6713,1927,18642,0
30-May-21,2021-05-30,Deceased,3130,1,94,1,55,52,5,37,0,0,78,28,25,89,41,29,19,381,186,1,1,60,814,17,13,1,13,33,21,127,66,3,493,16,9,138,41,142,0
31-May-21,2021-05-31,Confirmed,126883,21,7943,322,4348,1113,124,2163,63,0,648,602,1681,1246,865,1525,831,16604,12300,165,149,1205,15077,869,408,99,117,8313,627,2192,1498,146,27936,2524,394,1472,1156,10137,0
31-May-21,2021-05-31,Recovered,255125,36,19845,350,5037,3196,483,5651,68,0,1622,1825,4721,3671,2167,4070,1816,44473,28525,105,483,5023,33000,546,977,253,215,10405,1629,4904,8000,83,31223,3464,873,5491,3039,17856,0
31-May-21,2021-05-31,Deceased,2783,1,98,0,65,59,8,32,0,0,86,24,18,82,16,37,13,411,174,1,1,48,500,14,14,4,0,35,18,118,68,3,478,18,6,151,51,131,0
01-Jun-21,2021-06-01,Confirmed,133152,13,11303,370,4682,1174,108,1886,31,0,623,903,1561,1233,921,1895,609,14304,19760,88,89,1078,14123,798,467,312,174,8735,979,2149,1002,309,26513,2493,841,1221,981,9424,0
01-Jun-21,2021-06-01,Recovered,231397,26,18257,352,4992,3100,389,4471,46,0,1423,1777,4869,3453,2097,3682,1449,29271,24117,120,322,4120,35949,629,760,133,373,11095,1403,5039,6114,334,31673,3308,845,5625,2062,17722,0
01-Jun-21,2021-06-01,Deceased,3205,3,104,1,51,59,5,29,0,0,62,22,22,80,38,32,9,464,194,1,0,45,854,18,14,2,9,37,14,99,65,4,490,15,6,175,45,137,0
02-Jun-21,2021-06-02,Confirmed,134044,25,12768,376,4178,1158,134,1792,17,0,576,706,1333,1171,891,1718,532,16387,19661,91,169,991,15169,729,532,235,218,8399,867,2214,1276,250,25317,2384,571,1283,1003,8923,0
02-Jun-21,2021-06-02,Recovered,211890,36,15612,329,4389,2772,361,3244,62,0,1287,1711,4098,2705,1292,3391,1272,21199,29708,140,266,4113,29270,622,711,147,94,10594,1393,4426,6038,136,32263,2242,864,4939,2778,17386,0
02-Jun-21,2021-06-02,Deceased,2898,1,98,2,61,46,3,40,0,0,103,22,18,78,29,24,11,463,213,1,2,45,553,14,24,2,27,40,17,99,65,3,483,17,6,115,38,135,0
03-Jun-21,2021-06-03,Confirmed,132424,27,11421,364,4309,1106,111,1619,27,0,487,572,1207,980,995,1801,1015,18324,18853,113,144,846,15229,621,552,225,168,8839,815,2144,1258,289,24405,2261,677,1220,589,8811,0
03-Jun-21,2021-06-03,Recovered,206722,39,16223,337,4790,2238,226,3854,34,0,1058,1695,3018,2889,1891,2694,775,24036,26569,137,256,3746,25617,783,594,108,284,10434,950,4512,6456,205,32221,3043,458,4260,3354,16938,0
03-Jun-21,2021-06-03,Deceased,2717,0,81,1,46,28,1,22,0,0,45,17,17,71,23,29,10,514,153,2,0,50,643,10,9,2,5,42,16,92,44,3,460,18,9,108,38,108,0
04-Jun-21,2021-06-04,Confirmed,120454,18,10413,404,4548,991,88,1460,47,0,523,576,1120,895,787,1723,478,16068,16229,122,89,798,14152,791,584,205,147,7729,712,2005,1006,353,22651,2175,650,1112,892,7913,0
04-Jun-21,2021-06-04,Recovered,197763,32,15469,415,4263,2090,215,3838,47,0,1161,1160,3398,2456,2030,2731,1170,22316,25860,272,234,2045,20852,592,808,214,148,11347,1215,4314,4370,262,33646,3821,763,3646,4006,16557,0
04-Jun-21,2021-06-04,Deceased,3372,2,83,3,54,23,3,23,0,0,50,17,16,73,27,34,13,364,135,1,1,50,1377,14,18,2,12,39,18,87,40,3,463,15,5,136,58,113,0
05-Jun-21,2021-06-05,Confirmed,114486,17,10373,327,3781,1007,98,1356,12,0,414,567,996,723,818,1448,517,13800,17328,71,99,718,13659,717,497,236,309,7395,613,1878,942,253,21410,2070,708,1028,619,7682,0
05-Jun-21,2021-06-05,Recovered,189343,24,15958,402,3099,1667,175,3408,10,0,1683,1433,3004,1744,1102,2615,1098,25346,24003,254,143,2225,21776,740,801,335,177,7616,1312,3619,3364,283,32472,3762,670,4346,2531,16146,0
05-Jun-21,2021-06-05,Deceased,2682,1,80,1,44,21,3,30,0,0,60,17,15,59,19,25,12,365,209,1,2,38,741,9,9,4,6,40,12,82,32,2,443,18,11,120,33,118,0